category;roomsCount;bathroomsCount;surface;listingType;price;city;region
Appartements;4.0;2.0;140.0;For Rent;750.0;Bizerte;Autres villes
Appartements;2.0;1.0;113.0;For Rent;350000.0;Bizerte;Autres villes
Appartements;2.0;1.0;60.0;For Rent;250.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;133000.0;Bizerte;Ras Jebel
;3.0;1.0;120.0;For Rent;4000.0;Bizerte;Autres villes
Houses and Villas;5.0;1.0;85.0;For Sale;120000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;380000.0;Bizerte;Utique
Land and Farms;-1.0;-1.0;-1.0;For Sale;1120000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;154980.0;Bizerte;Autres villes
Vacation Rentals;3.0;1.0;150.0;For Rent;180.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;1250000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;42160.0;Bizerte;Autres villes
Appartements;3.0;1.0;105.0;For Rent;550.0;Bizerte;Zarzouna
Land and Farms;-1.0;-1.0;-1.0;For Sale;50000.0;Bizerte;Bizerte Nord
Houses and Villas;4.0;1.0;200.0;For Rent;70.0;Bizerte;Autres villes
Houses and Villas;2.0;2.0;90.0;For Sale;120000.0;Bizerte;Ghar El Melh
Appartements;2.0;1.0;65.0;For Sale;85000.0;Bizerte;Autres villes
Appartements;3.0;1.0;110.0;For Sale;270000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;1000000.0;Bizerte;Ras Jebel
Appartements;2.0;1.0;122.0;For Rent;700.0;Bizerte;Bizerte
Houses and Villas;4.0;1.0;180.0;For Sale;260000000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;28000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Bizerte;Autres villes
Houses and Villas;5.0;1.0;110.0;For Sale;150000.0;Bizerte;Menzel Bourguiba
Appartements;4.0;1.0;80.0;For Sale;160000.0;Bizerte;Autres villes
Houses and Villas;2.0;2.0;100.0;For Sale;80000.0;Bizerte;Autres villes
Houses and Villas;3.0;1.0;500.0;For Sale;220000.0;Bizerte;Ras Jebel
Houses and Villas;6.0;3.0;350.0;For Sale;520000.0;Bizerte;Autres villes
Houses and Villas;4.0;1.0;100.0;For Rent;520.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000000.0;Bizerte;Mateur
Appartements;2.0;1.0;100.0;For Rent;420.0;Bizerte;Bizerte Nord
Houses and Villas;2.0;1.0;140.0;For Sale;115000.0;Bizerte;Bizerte Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;Bizerte;Autres villes
Houses and Villas;5.0;2.0;428.0;For Sale;249000.0;Bizerte;Autres villes
Houses and Villas;3.0;2.0;102.0;For Sale;120000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;86000.0;Bizerte;Autres villes
Houses and Villas;5.0;2.0;728.0;For Sale;470000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;48000.0;Bizerte;Autres villes
Houses and Villas;5.0;2.0;452.0;For Sale;289000.0;Bizerte;Autres villes
Houses and Villas;5.0;2.0;240.0;For Sale;184000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;46000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;40000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;370000.0;Bizerte;Ghar El Melh
Houses and Villas;2.0;1.0;100.0;For Sale;75000000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;900000.0;Bizerte;Bizerte
Houses and Villas;4.0;1.0;140.0;For Sale;160000.0;Bizerte;Ghar El Melh
Houses and Villas;3.0;1.0;120.0;For Sale;120000.0;Bizerte;Ghar El Melh
Houses and Villas;4.0;1.0;328.0;For Sale;230000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Autres villes
Houses and Villas;5.0;3.0;140.0;For Sale;150000.0;Bizerte;Zarzouna
Houses and Villas;4.0;1.0;140.0;For Sale;160000.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;50000.0;Bizerte;Autres villes
Houses and Villas;4.0;2.0;300.0;For Rent;350.0;Bizerte;Bizerte Nord
Houses and Villas;3.0;2.0;230.0;For Sale;260000.0;Bizerte;Ghar El Melh
Appartements;3.0;1.0;120.0;For Sale;130000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;115000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;620000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;350000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;750000.0;Bizerte;Ras Jebel
Shops;1.0;1.0;240.0;For Rent;700.0;Bizerte;Bizerte
Houses and Villas;6.0;3.0;240.0;For Sale;260000.0;Bizerte;Ras Jebel
Appartements;3.0;1.0;140.0;For Sale;230000.0;Bizerte;Autres villes
Appartements;2.0;1.0;70.0;For Rent;450.0;Bizerte;Autres villes
Houses and Villas;2.0;1.0;80.0;For Rent;450.0;Bizerte;Bizerte Nord
Appartements;2.0;1.0;100.0;For Sale;215000.0;Bizerte;Bizerte Nord
Shops;1.0;1.0;66.0;For Rent;700.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;28000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;89000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Bizerte;Bizerte
Appartements;3.0;1.0;182.0;For Sale;200000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;222000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;350000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;110000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;Bizerte;Ghar El Melh
Houses and Villas;6.0;1.0;320.0;For Sale;140000.0;Bizerte;Autres villes
Appartements;3.0;2.0;130.0;For Sale;235000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Bizerte;Ras Jebel
Appartements;3.0;1.0;110.0;For Sale;160000.0;Bizerte;Bizerte Nord
Houses and Villas;2.0;1.0;100.0;For Sale;100000.0;Bizerte;Ghar El Melh
Houses and Villas;6.0;3.0;250.0;For Sale;55115357.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;21820107.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;1111000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;21820107.0;Bizerte;Autres villes
Appartements;4.0;1.0;130.0;For Rent;600.0;Bizerte;Bizerte Nord
Appartements;2.0;1.0;100.0;For Rent;900.0;Bizerte;Bizerte
Appartements;4.0;1.0;125.0;For Sale;145000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;21820107.0;Bizerte;Autres villes
Appartements;3.0;1.0;90.0;For Rent;150.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;230000.0;Bizerte;Bizerte Nord
Appartements;3.0;1.0;140.0;For Rent;460.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;15000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;950000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;360000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Bizerte;Bizerte Nord
Appartements;3.0;1.0;138.0;For Sale;110000.0;Bizerte;Autres villes
Houses and Villas;3.0;2.0;290.0;For Sale;650000.0;Bizerte;Bizerte
Houses and Villas;3.0;1.0;175.0;For Sale;115000.0;Bizerte;Menzel Bourguiba
Appartements;2.0;1.0;100.0;For Sale;230000.0;Bizerte;Bizerte Nord
Shops;1.0;1.0;24.0;For Sale;21000.0;Bizerte;Bizerte
Appartements;4.0;1.0;110.0;For Sale;185000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;11000.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;51200.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;320000.0;Bizerte;Bizerte
Houses and Villas;3.0;1.0;80.0;For Sale;80000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;85000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000.0;Bizerte;Bizerte Nord
Houses and Villas;2.0;1.0;100.0;For Sale;90000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;68000.0;Bizerte;Autres villes
Houses and Villas;4.0;1.0;220.0;For Sale;160000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;21000.0;Bizerte;Zarzouna
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Bizerte;Autres villes
Houses and Villas;3.0;1.0;206.0;For Sale;190000000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;75000.0;Bizerte;Ras Jebel
Houses and Villas;6.0;2.0;420.0;For Sale;420000.0;Bizerte;Autres villes
Shops;1.0;1.0;80.0;For Rent;700.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000.0;Bizerte;Autres villes
Shops;8.0;3.0;1767.0;For Sale;850000.0;Bizerte;Ras Jebel
Houses and Villas;6.0;2.0;100.0;For Rent;900.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;37000.0;Bizerte;Ghezala
Houses and Villas;8.0;2.0;130.0;For Sale;220000.0;Bizerte;Bizerte Nord
Appartements;3.0;1.0;100.0;For Rent;720.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;380000.0;Bizerte;Autres villes
;4.0;1.0;107.0;For Rent;800.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;1400000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;85000.0;Bizerte;Ras Jebel
;2.0;1.0;60.0;For Rent;450.0;Bizerte;Autres villes
Appartements;3.0;1.0;80.0;For Rent;400.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;125000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Bizerte;Autres villes
Houses and Villas;5.0;1.0;189.0;For Sale;350000.0;Bizerte;Bizerte Nord
Houses and Villas;3.0;1.0;90.0;For Sale;29521515.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;600000.0;Bizerte;Mateur
Houses and Villas;3.0;2.0;240.0;For Sale;260000.0;Bizerte;Ras Jebel
Houses and Villas;4.0;1.0;400.0;For Sale;240000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;65000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;65000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;220000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;255000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;170000.0;Bizerte;Ras Jebel
Houses and Villas;3.0;1.0;160.0;For Sale;195000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Bizerte;Autres villes
Houses and Villas;2.0;1.0;80.0;For Rent;350.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;24500.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;175000.0;Bizerte;Tinja
Land and Farms;-1.0;-1.0;-1.0;For Sale;115000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;24000.0;Bizerte;Ras Jebel
Houses and Villas;5.0;3.0;140.0;For Sale;150000.0;Bizerte;Zarzouna
Land and Farms;-1.0;-1.0;-1.0;For Sale;115000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;170000.0;Bizerte;Ras Jebel
Appartements;2.0;1.0;60.0;For Rent;300.0;Bizerte;Bizerte Nord
Appartements;2.0;1.0;125.0;For Sale;65000.0;Bizerte;Bizerte Nord
Houses and Villas;5.0;2.0;180.0;For Sale;415000.0;Bizerte;Bizerte Nord
Appartements;3.0;1.0;120.0;For Rent;220.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;115000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;780000.0;Bizerte;Bizerte Nord
Houses and Villas;4.0;2.0;170.0;For Rent;300.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;65000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;23000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;75000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;Bizerte;Bizerte Nord
Houses and Villas;3.0;1.0;170.0;For Sale;190000.0;Bizerte;Ras Jebel
;3.0;1.0;77.0;For Rent;500.0;Bizerte;Bizerte Nord
Houses and Villas;3.0;1.0;100.0;For Sale;100000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;715000.0;Bizerte;Mateur
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;Bizerte;Ras Jebel
Houses and Villas;3.0;1.0;225.0;For Sale;250000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Autres villes
Houses and Villas;6.0;2.0;220.0;For Sale;99417150.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;21820107.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;21820107.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;39000.0;Bizerte;Autres villes
Houses and Villas;2.0;1.0;170.0;For Sale;190000.0;Bizerte;Ras Jebel
Houses and Villas;4.0;1.0;110.0;For Sale;162000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;145000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Bizerte;Sejenane
Land and Farms;-1.0;-1.0;-1.0;For Sale;600000.0;Bizerte;Utique
Houses and Villas;3.0;1.0;200.0;For Rent;300.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;110000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;160000.0;Bizerte;Autres villes
Houses and Villas;2.0;2.0;200.0;For Rent;600.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;85000.0;Bizerte;Ras Jebel
Houses and Villas;10.0;4.0;254.0;For Sale;310000.0;Bizerte;Bizerte Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;20000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Bizerte;Bizerte Sud
Houses and Villas;2.0;1.0;100.0;For Sale;85000.0;Bizerte;Mateur
Land and Farms;-1.0;-1.0;-1.0;For Sale;220000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Autres villes
Shops;2.0;1.0;30.0;For Rent;650000.0;Bizerte;Autres villes
Houses and Villas;5.0;2.0;230.0;For Sale;450000000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Bizerte;Zarzouna
Houses and Villas;3.0;1.0;80.0;For Rent;280.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;390000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;760000.0;Bizerte;Ras Jebel
Houses and Villas;3.0;2.0;170.0;For Sale;240000.0;Bizerte;Ras Jebel
Houses and Villas;5.0;2.0;150.0;For Sale;175000.0;Bizerte;Bizerte Nord
Houses and Villas;6.0;1.0;360.0;For Sale;285000.0;Bizerte;Menzel Bourguiba
Houses and Villas;13.0;4.0;300.0;For Sale;520000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;255000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;Bizerte;Bizerte Nord
Houses and Villas;2.0;1.0;70.0;For Sale;95000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Bizerte;Autres villes
Shops;2.0;2.0;120.0;For Rent;1800.0;Bizerte;Autres villes
Appartements;3.0;1.0;80.0;For Rent;100.0;Bizerte;Bizerte
Appartements;3.0;1.0;80.0;For Rent;100.0;Bizerte;Bizerte
Houses and Villas;2.0;1.0;205.0;For Sale;200000.0;Bizerte;Bizerte Nord
Appartements;3.0;1.0;110.0;For Rent;350.0;Bizerte;Ras Jebel
Appartements;3.0;1.0;112.0;For Rent;350.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;36000.0;Bizerte;Ras Jebel
Houses and Villas;6.0;2.0;222.0;For Sale;250000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Bizerte;Bizerte
Appartements;2.0;1.0;80.0;For Rent;320.0;Bizerte;Bizerte
Houses and Villas;3.0;1.0;300.0;For Rent;550.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Bizerte;Bizerte Nord
Houses and Villas;3.0;2.0;130.0;For Sale;180000.0;Bizerte;Autres villes
Houses and Villas;3.0;2.0;175.0;For Sale;170000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;37000.0;Bizerte;Ras Jebel
Houses and Villas;3.0;1.0;300.0;For Sale;400000.0;Bizerte;Bizerte Nord
Shops;1.0;1.0;40.0;For Rent;480.0;Bizerte;Bizerte
Shops;1.0;1.0;50.0;For Rent;2800.0;Bizerte;Bizerte Sud
Houses and Villas;1.0;1.0;200.0;For Sale;65000.0;Bizerte;Bizerte
Appartements;2.0;1.0;110.0;For Sale;170000.0;Bizerte;Bizerte Nord
Houses and Villas;3.0;1.0;300.0;For Rent;230.0;Bizerte;Bizerte Sud
Appartements;2.0;1.0;50.0;For Rent;320.0;Bizerte;Autres villes
Appartements;3.0;1.0;181.0;For Sale;370000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;350000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;180000.0;Bizerte;Autres villes
Appartements;3.0;1.0;105.0;For Rent;550.0;Bizerte;Zarzouna
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Bizerte;Ras Jebel
Appartements;1.0;1.0;60.0;For Rent;420.0;Bizerte;Autres villes
Appartements;1.0;1.0;60.0;For Rent;400.0;Bizerte;Bizerte Nord
Houses and Villas;6.0;2.0;100.0;For Sale;300000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Bizerte;Ras Jebel
Houses and Villas;3.0;1.0;130.0;For Rent;350.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Bizerte;Bizerte
Appartements;3.0;1.0;100.0;For Rent;300.0;Bizerte;Bizerte Sud
Appartements;3.0;1.0;93.0;For Sale;95000.0;Bizerte;Ras Jebel
Houses and Villas;5.0;1.0;85.0;For Sale;120000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;75000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;1400000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;Bizerte;Autres villes
Appartements;2.0;1.0;70.0;For Rent;300.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;145000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;140000.0;Bizerte;Ras Jebel
Appartements;2.0;1.0;100.0;For Rent;400.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;145000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Bizerte;Ras Jebel
Appartements;2.0;1.0;70.0;For Sale;60000.0;Bizerte;Ras Jebel
Houses and Villas;3.0;1.0;220.0;For Sale;199000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Bizerte;Ghar El Melh
Shops;2.0;1.0;50.0;For Sale;25000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;27000.0;Bizerte;Ras Jebel
Houses and Villas;6.0;1.0;555.0;For Sale;550000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;22000.0;Bizerte;Mateur
Land and Farms;-1.0;-1.0;-1.0;For Sale;290000.0;Bizerte;Zarzouna
Vacation Rentals;2.0;1.0;120.0;For Rent;45.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;13500.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;350000.0;Bizerte;Bizerte
Houses and Villas;2.0;1.0;100.0;For Sale;148000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;420000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;380000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;95000000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;142100.0;Bizerte;Bizerte Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;225000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000.0;Bizerte;Bizerte Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Bizerte;Utique
Houses and Villas;3.0;1.0;200.0;For Rent;20000000.0;Bizerte;Autres villes
Appartements;3.0;1.0;75.0;For Sale;91000.0;Bizerte;Menzel Bourguiba
Houses and Villas;1.0;1.0;80.0;For Rent;330.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;23000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;500000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Bizerte;Ras Jebel
Appartements;2.0;1.0;60.0;For Rent;380.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Utique
Land and Farms;-1.0;-1.0;-1.0;For Sale;195000.0;Bizerte;Ras Jebel
Appartements;3.0;1.0;87.0;For Rent;500.0;Bizerte;Bizerte
Appartements;3.0;1.0;60.0;For Rent;300.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Bizerte;Ghar El Melh
Appartements;3.0;2.0;120.0;For Rent;530.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;750000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Bizerte;Ghar El Melh
Houses and Villas;3.0;1.0;140.0;For Sale;80000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;128000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;39000.0;Bizerte;Ras Jebel
Appartements;3.0;2.0;165.0;For Sale;200000.0;Bizerte;Ras Jebel
Houses and Villas;2.0;1.0;450.0;For Sale;220000.0;Bizerte;Autres villes
Appartements;2.0;1.0;90.0;For Rent;500.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;54000.0;Bizerte;Bizerte Sud
Appartements;3.0;1.0;80.0;For Rent;100.0;Bizerte;Bizerte
Houses and Villas;5.0;1.0;400.0;For Sale;550000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Bizerte;Autres villes
